Latency on Audio Test,time (μs)
summit_sealfs_write,68.362
summit_sealfs_write,68.362
summit_sealfs_write,68.361
summit_sealfs_write,68.361
summit_sealfs_write,68.36
summit_sealfs_write,68.36
summit_sealfs_write,68.36
summit_sealfs_write,68.359
summit_sealfs_write,68.358
summit_sealfs_write,68.358
summit_sealfs_write,68.358
summit_sealfs_write,68.358
summit_sealfs_write,68.357
summit_sealfs_write,68.356
summit_sealfs_write,68.356
summit_sealfs_write,68.355
summit_sealfs_write,68.354
summit_sealfs_write,68.354
summit_sealfs_write,68.352
summit_sealfs_write,68.352
summit_sealfs_write,68.35
summit_sealfs_write,68.35
summit_sealfs_write,68.35
summit_sealfs_write,68.349
summit_sealfs_write,68.349
summit_sealfs_write,68.347
summit_sealfs_write,68.347
summit_sealfs_write,68.347
summit_sealfs_write,68.347
summit_sealfs_write,68.346
summit_sealfs_write,68.345
summit_sealfs_write,68.345
summit_sealfs_write,68.345
summit_sealfs_write,68.344
summit_sealfs_write,68.344
summit_sealfs_write,68.343
summit_sealfs_write,68.342
summit_sealfs_write,68.342
summit_sealfs_write,68.342
summit_sealfs_write,68.342
summit_sealfs_write,68.342
summit_sealfs_write,68.341
summit_sealfs_write,68.34
summit_sealfs_write,68.34
summit_sealfs_write,68.339
summit_sealfs_write,68.339
summit_sealfs_write,68.339
summit_sealfs_write,68.338
summit_sealfs_write,68.338
summit_sealfs_write,68.336
summit_sealfs_write,68.336
summit_sealfs_write,68.336
summit_sealfs_write,68.335
summit_sealfs_write,68.334
summit_sealfs_write,68.334
summit_sealfs_write,68.333
summit_sealfs_write,68.331
summit_sealfs_write,68.329
summit_sealfs_write,68.329
summit_sealfs_write,68.329
summit_sealfs_write,68.329
summit_sealfs_write,68.327
summit_sealfs_write,68.327
summit_sealfs_write,68.326
summit_sealfs_write,68.324
summit_sealfs_write,68.323
summit_sealfs_write,68.322
summit_sealfs_write,68.322
summit_sealfs_write,68.322
summit_sealfs_write,68.321
summit_sealfs_write,68.321
summit_sealfs_write,68.32
summit_sealfs_write,68.32
summit_sealfs_write,68.32
summit_sealfs_write,68.318
summit_sealfs_write,68.318
summit_sealfs_write,68.317
summit_sealfs_write,68.317
summit_sealfs_write,68.315
summit_sealfs_write,68.313
summit_sealfs_write,68.312
summit_sealfs_write,68.312
summit_sealfs_write,68.312
summit_sealfs_write,68.311
summit_sealfs_write,68.311
summit_sealfs_write,68.311
summit_sealfs_write,68.311
summit_sealfs_write,68.309
summit_sealfs_write,68.308
summit_sealfs_write,68.308
summit_sealfs_write,68.307
summit_sealfs_write,68.307
summit_sealfs_write,68.307
summit_sealfs_write,68.306
summit_sealfs_write,68.305
summit_sealfs_write,68.303
summit_sealfs_write,68.303
summit_sealfs_write,68.302
summit_sealfs_write,68.301
summit_sealfs_write,68.301
summit_sealfs_write,68.3
summit_sealfs_write,68.299
summit_sealfs_write,68.299
summit_sealfs_write,68.298
summit_sealfs_write,68.298
summit_sealfs_write,68.298
summit_sealfs_write,68.298
summit_sealfs_write,68.297
summit_sealfs_write,68.296
summit_sealfs_write,68.295
summit_sealfs_write,68.295
summit_sealfs_write,68.295
summit_sealfs_write,68.294
summit_sealfs_write,68.294
summit_sealfs_write,68.293
summit_sealfs_write,68.292
summit_sealfs_write,68.292
summit_sealfs_write,68.291
summit_sealfs_write,68.29
summit_sealfs_write,68.29
summit_sealfs_write,68.288
summit_sealfs_write,68.287
summit_sealfs_write,68.287
summit_sealfs_write,68.287
summit_sealfs_write,68.287
summit_sealfs_write,68.286
summit_sealfs_write,68.286
summit_sealfs_write,68.283
summit_sealfs_write,68.282
summit_sealfs_write,68.282
summit_sealfs_write,68.282
summit_sealfs_write,68.281
summit_sealfs_write,68.281
summit_sealfs_write,68.28
summit_sealfs_write,68.279
summit_sealfs_write,68.277
summit_sealfs_write,68.277
summit_sealfs_write,68.276
summit_sealfs_write,68.276
summit_sealfs_write,68.276
summit_sealfs_write,68.275
summit_sealfs_write,68.275
summit_sealfs_write,68.275
summit_sealfs_write,68.274
summit_sealfs_write,68.273
summit_sealfs_write,68.273
summit_sealfs_write,68.273
summit_sealfs_write,68.272
summit_sealfs_write,68.272
summit_sealfs_write,68.272
summit_sealfs_write,68.27
summit_sealfs_write,68.269
summit_sealfs_write,68.268
summit_sealfs_write,68.268
summit_sealfs_write,68.268
summit_sealfs_write,68.265
summit_sealfs_write,68.265
summit_sealfs_write,68.265
summit_sealfs_write,68.265
summit_sealfs_write,68.263
summit_sealfs_write,68.262
summit_sealfs_write,68.262
summit_sealfs_write,68.262
summit_sealfs_write,68.261
summit_sealfs_write,68.26
summit_sealfs_write,68.259
summit_sealfs_write,68.258
summit_sealfs_write,68.257
summit_sealfs_write,68.257
summit_sealfs_write,68.256
summit_sealfs_write,68.256
summit_sealfs_write,68.255
summit_sealfs_write,68.255
summit_sealfs_write,68.255
summit_sealfs_write,68.253
summit_sealfs_write,68.253
summit_sealfs_write,68.253
summit_sealfs_write,68.252
summit_sealfs_write,68.252
summit_sealfs_write,68.25
summit_sealfs_write,68.25
summit_sealfs_write,68.249
summit_sealfs_write,68.249
summit_sealfs_write,68.248
summit_sealfs_write,68.248
summit_sealfs_write,68.247
summit_sealfs_write,68.247
summit_sealfs_write,68.246
summit_sealfs_write,68.244
summit_sealfs_write,68.242
summit_sealfs_write,68.242
summit_sealfs_write,68.241
summit_sealfs_write,68.241
summit_sealfs_write,68.241
summit_sealfs_write,68.24
summit_sealfs_write,68.239
summit_sealfs_write,68.239
summit_sealfs_write,68.239
summit_sealfs_write,68.237
summit_sealfs_write,68.236
summit_sealfs_write,68.236
summit_sealfs_write,68.235
summit_sealfs_write,68.234
summit_sealfs_write,68.232
summit_sealfs_write,68.232
summit_sealfs_write,68.232
summit_sealfs_write,68.231
summit_sealfs_write,68.231
summit_sealfs_write,68.231
summit_sealfs_write,68.231
summit_sealfs_write,68.231
summit_sealfs_write,68.23
summit_sealfs_write,68.229
summit_sealfs_write,68.229
summit_sealfs_write,68.228
summit_sealfs_write,68.228
summit_sealfs_write,68.227
summit_sealfs_write,68.227
summit_sealfs_write,68.227
summit_sealfs_write,68.227
summit_sealfs_write,68.226
summit_sealfs_write,68.226
summit_sealfs_write,68.226
summit_sealfs_write,68.226
summit_sealfs_write,68.226
summit_sealfs_write,68.225
summit_sealfs_write,68.224
summit_sealfs_write,68.222
summit_sealfs_write,68.221
summit_sealfs_write,68.221
summit_sealfs_write,68.22
summit_sealfs_write,68.219
summit_sealfs_write,68.219
summit_sealfs_write,68.217
summit_sealfs_write,68.216
summit_sealfs_write,68.214
summit_sealfs_write,68.213
summit_sealfs_write,68.212
summit_sealfs_write,68.212
summit_sealfs_write,68.212
summit_sealfs_write,68.211
summit_sealfs_write,68.21
summit_sealfs_write,68.21
summit_sealfs_write,68.209
summit_sealfs_write,68.209
summit_sealfs_write,68.208
summit_sealfs_write,68.208
summit_sealfs_write,68.208
summit_sealfs_write,68.207
summit_sealfs_write,68.205
summit_sealfs_write,68.204
summit_sealfs_write,68.204
summit_sealfs_write,68.203
summit_sealfs_write,68.202
summit_sealfs_write,68.202
summit_sealfs_write,68.201
summit_sealfs_write,68.2
summit_sealfs_write,68.199
summit_sealfs_write,68.199
summit_sealfs_write,68.198
summit_sealfs_write,68.198
summit_sealfs_write,68.197
summit_sealfs_write,68.197
summit_sealfs_write,68.196
summit_sealfs_write,68.195
summit_sealfs_write,68.195
summit_sealfs_write,68.194
summit_sealfs_write,68.193
summit_sealfs_write,68.193
summit_sealfs_write,68.193
summit_sealfs_write,68.192
summit_sealfs_write,68.192
summit_sealfs_write,68.191
summit_sealfs_write,68.191
summit_sealfs_write,68.191
summit_sealfs_write,68.19
summit_sealfs_write,68.19
summit_sealfs_write,68.189
summit_sealfs_write,68.189
summit_sealfs_write,68.188
summit_sealfs_write,68.188
summit_sealfs_write,68.187
summit_sealfs_write,68.187
summit_sealfs_write,68.187
summit_sealfs_write,68.187
summit_sealfs_write,68.187
summit_sealfs_write,68.186
summit_sealfs_write,68.183
summit_sealfs_write,68.183
summit_sealfs_write,68.183
summit_sealfs_write,68.183
summit_sealfs_write,68.183
summit_sealfs_write,68.183
summit_sealfs_write,68.182
summit_sealfs_write,68.181
summit_sealfs_write,68.18
summit_sealfs_write,68.179
summit_sealfs_write,68.178
summit_sealfs_write,68.178
summit_sealfs_write,68.178
summit_sealfs_write,68.178
summit_sealfs_write,68.177
summit_sealfs_write,68.177
summit_sealfs_write,68.176
summit_sealfs_write,68.175
summit_sealfs_write,68.175
summit_sealfs_write,68.174
summit_sealfs_write,68.173
summit_sealfs_write,68.172
summit_sealfs_write,68.172
summit_sealfs_write,68.171
summit_sealfs_write,68.171
summit_sealfs_write,68.17
summit_sealfs_write,68.17
summit_sealfs_write,68.17
summit_sealfs_write,68.169
summit_sealfs_write,68.168
summit_sealfs_write,68.167
summit_sealfs_write,68.167
summit_sealfs_write,68.165
summit_sealfs_write,68.165
summit_sealfs_write,68.164
summit_sealfs_write,68.162
summit_sealfs_write,68.161
summit_sealfs_write,68.161
summit_sealfs_write,68.161
summit_sealfs_write,68.16
summit_sealfs_write,68.16
summit_sealfs_write,68.16
summit_sealfs_write,68.159
summit_sealfs_write,68.159
summit_sealfs_write,68.159
summit_sealfs_write,68.158
summit_sealfs_write,68.157
summit_sealfs_write,68.157
summit_sealfs_write,68.156
summit_sealfs_write,68.156
summit_sealfs_write,68.155
summit_sealfs_write,68.155
summit_sealfs_write,68.155
summit_sealfs_write,68.154
summit_sealfs_write,68.154
summit_sealfs_write,68.153
summit_sealfs_write,68.152
summit_sealfs_write,68.152
summit_sealfs_write,68.152
summit_sealfs_write,68.152
summit_sealfs_write,68.152
summit_sealfs_write,68.15
summit_sealfs_write,68.15
summit_sealfs_write,68.149
summit_sealfs_write,68.148
summit_sealfs_write,68.148
summit_sealfs_write,68.148
summit_sealfs_write,68.148
summit_sealfs_write,68.148
summit_sealfs_write,68.147
summit_sealfs_write,68.147
summit_sealfs_write,68.146
summit_sealfs_write,68.145
summit_sealfs_write,68.145
summit_sealfs_write,68.141
summit_sealfs_write,68.14
summit_sealfs_write,68.14
summit_sealfs_write,68.14
summit_sealfs_write,68.14
summit_sealfs_write,68.139
summit_sealfs_write,68.138
summit_sealfs_write,68.138
summit_sealfs_write,68.137
summit_sealfs_write,68.137
summit_sealfs_write,68.137
summit_sealfs_write,68.137
summit_sealfs_write,68.136
summit_sealfs_write,68.135
summit_sealfs_write,68.133
summit_sealfs_write,68.133
summit_sealfs_write,68.133
summit_sealfs_write,68.132
summit_sealfs_write,68.132
summit_sealfs_write,68.13
summit_sealfs_write,68.13
summit_sealfs_write,68.129
summit_sealfs_write,68.129
summit_sealfs_write,68.128
summit_sealfs_write,68.128
summit_sealfs_write,68.127
summit_sealfs_write,68.126
summit_sealfs_write,68.124
summit_sealfs_write,68.124
summit_sealfs_write,68.124
summit_sealfs_write,68.123
summit_sealfs_write,68.122
summit_sealfs_write,68.122
summit_sealfs_write,68.122
summit_sealfs_write,68.122
summit_sealfs_write,68.122
summit_sealfs_write,68.121
summit_sealfs_write,68.121
summit_sealfs_write,68.121
summit_sealfs_write,68.121
summit_sealfs_write,68.12
summit_sealfs_write,68.117
summit_sealfs_write,68.117
summit_sealfs_write,68.116
summit_sealfs_write,68.114
summit_sealfs_write,68.113
summit_sealfs_write,68.111
summit_sealfs_write,68.111
summit_sealfs_write,68.111
summit_sealfs_write,68.11
summit_sealfs_write,68.11
summit_sealfs_write,68.11
summit_sealfs_write,68.109
summit_sealfs_write,68.109
summit_sealfs_write,68.109
summit_sealfs_write,68.108
summit_sealfs_write,68.108
summit_sealfs_write,68.107
summit_sealfs_write,68.107
summit_sealfs_write,68.106
summit_sealfs_write,68.106
summit_sealfs_write,68.105
summit_sealfs_write,68.104
summit_sealfs_write,68.103
summit_sealfs_write,68.103
summit_sealfs_write,68.102
summit_sealfs_write,68.102
summit_sealfs_write,68.101
summit_sealfs_write,68.101
summit_sealfs_write,68.1
summit_sealfs_write,68.098
summit_sealfs_write,68.097
summit_sealfs_write,68.097
summit_sealfs_write,68.097
summit_sealfs_write,68.096
summit_sealfs_write,68.095
summit_sealfs_write,68.095
summit_sealfs_write,68.094
summit_sealfs_write,68.093
summit_sealfs_write,68.092
summit_sealfs_write,68.092
summit_sealfs_write,68.09
summit_sealfs_write,68.089
summit_sealfs_write,68.088
summit_sealfs_write,68.088
summit_sealfs_write,68.087
summit_sealfs_write,68.086
summit_sealfs_write,68.086
summit_sealfs_write,68.085
summit_sealfs_write,68.085
summit_sealfs_write,68.085
summit_sealfs_write,68.084
summit_sealfs_write,68.084
summit_sealfs_write,68.083
summit_sealfs_write,68.083
summit_sealfs_write,68.083
summit_sealfs_write,68.083
summit_sealfs_write,68.082
summit_sealfs_write,68.082
summit_sealfs_write,68.082
summit_sealfs_write,68.081
summit_sealfs_write,68.081
summit_sealfs_write,68.081
summit_sealfs_write,68.08
summit_sealfs_write,68.079
summit_sealfs_write,68.079
summit_sealfs_write,68.078
summit_sealfs_write,68.077
summit_sealfs_write,68.077
summit_sealfs_write,68.076
summit_sealfs_write,68.075
summit_sealfs_write,68.073
summit_sealfs_write,68.072
summit_sealfs_write,68.07
summit_sealfs_write,68.069
summit_sealfs_write,68.068
summit_sealfs_write,68.066
summit_sealfs_write,68.065
summit_sealfs_write,68.065
summit_sealfs_write,68.065
summit_sealfs_write,68.064
summit_sealfs_write,68.064
summit_sealfs_write,68.064
summit_sealfs_write,68.063
summit_sealfs_write,68.063
summit_sealfs_write,68.062
summit_sealfs_write,68.062
summit_sealfs_write,68.062
summit_sealfs_write,68.06
summit_sealfs_write,68.059
summit_sealfs_write,68.057
summit_sealfs_write,68.057
summit_sealfs_write,68.056
summit_sealfs_write,68.055
summit_sealfs_write,68.054
summit_sealfs_write,68.053
summit_sealfs_write,68.053
summit_sealfs_write,68.052
summit_sealfs_write,68.051
summit_sealfs_write,68.051
summit_sealfs_write,68.051
summit_sealfs_write,68.05
summit_sealfs_write,68.05
summit_sealfs_write,68.049
summit_sealfs_write,68.049
summit_sealfs_write,68.048
summit_sealfs_write,68.047
summit_sealfs_write,68.045
summit_sealfs_write,68.045
summit_sealfs_write,68.044
summit_sealfs_write,68.043
summit_sealfs_write,68.043
summit_sealfs_write,68.042
summit_sealfs_write,68.042
summit_sealfs_write,68.041
summit_sealfs_write,68.041
summit_sealfs_write,68.04
summit_sealfs_write,68.039
summit_sealfs_write,68.037
summit_sealfs_write,68.037
summit_sealfs_write,68.037
summit_sealfs_write,68.036
summit_sealfs_write,68.036
summit_sealfs_write,68.036
summit_sealfs_write,68.035
summit_sealfs_write,68.034
summit_sealfs_write,68.034
summit_sealfs_write,68.033
summit_sealfs_write,68.033
summit_sealfs_write,68.031
summit_sealfs_write,68.031
summit_sealfs_write,68.031
summit_sealfs_write,68.03
summit_sealfs_write,68.03
summit_sealfs_write,68.03
summit_sealfs_write,68.028
summit_sealfs_write,68.028
summit_sealfs_write,68.027
summit_sealfs_write,68.027
summit_sealfs_write,68.026
summit_sealfs_write,68.026
summit_sealfs_write,68.025
summit_sealfs_write,68.024
summit_sealfs_write,68.023
summit_sealfs_write,68.023
summit_sealfs_write,68.02
summit_sealfs_write,68.019
summit_sealfs_write,68.018
summit_sealfs_write,68.017
summit_sealfs_write,68.017
summit_sealfs_write,68.016
summit_sealfs_write,68.016
summit_sealfs_write,68.016
summit_sealfs_write,68.015
summit_sealfs_write,68.015
summit_sealfs_write,68.012
summit_sealfs_write,68.012
summit_sealfs_write,68.012
summit_sealfs_write,68.012
summit_sealfs_write,68.012
summit_sealfs_write,68.011
summit_sealfs_write,68.011
summit_sealfs_write,68.01
summit_sealfs_write,68.009
summit_sealfs_write,68.008
summit_sealfs_write,68.006
summit_sealfs_write,68.005
summit_sealfs_write,68.005
summit_sealfs_write,68.005
summit_sealfs_write,68.004
summit_sealfs_write,68.002
summit_sealfs_write,68
summit_sealfs_write,67.999
summit_sealfs_write,67.998
summit_sealfs_write,67.998
summit_sealfs_write,67.998
summit_sealfs_write,67.997
summit_sealfs_write,67.995
summit_sealfs_write,67.995
summit_sealfs_write,67.995
summit_sealfs_write,67.994
summit_sealfs_write,67.994
summit_sealfs_write,67.994
summit_sealfs_write,67.994
summit_sealfs_write,67.993
summit_sealfs_write,67.993
summit_sealfs_write,67.992
summit_sealfs_write,67.991
summit_sealfs_write,67.991
summit_sealfs_write,67.99
summit_sealfs_write,67.989
summit_sealfs_write,67.989
summit_sealfs_write,67.987
summit_sealfs_write,67.986
summit_sealfs_write,67.985
summit_sealfs_write,67.984
summit_sealfs_write,67.984
summit_sealfs_write,67.984
summit_sealfs_write,67.984
summit_sealfs_write,67.983
summit_sealfs_write,67.983
summit_sealfs_write,67.982
summit_sealfs_write,67.981
summit_sealfs_write,67.981
summit_sealfs_write,67.981
summit_sealfs_write,67.981
summit_sealfs_write,67.98
summit_sealfs_write,67.976
summit_sealfs_write,67.976
summit_sealfs_write,67.976
summit_sealfs_write,67.975
summit_sealfs_write,67.974
summit_sealfs_write,67.973
summit_sealfs_write,67.972
summit_sealfs_write,67.972
summit_sealfs_write,67.972
summit_sealfs_write,67.972
summit_sealfs_write,67.97
summit_sealfs_write,67.97
summit_sealfs_write,67.97
summit_sealfs_write,67.968
summit_sealfs_write,67.968
summit_sealfs_write,67.968
summit_sealfs_write,67.966
summit_sealfs_write,67.963
summit_sealfs_write,67.96
summit_sealfs_write,67.96
summit_sealfs_write,67.959
summit_sealfs_write,67.958
summit_sealfs_write,67.958
summit_sealfs_write,67.957
summit_sealfs_write,67.957
summit_sealfs_write,67.955
summit_sealfs_write,67.954
summit_sealfs_write,67.954
summit_sealfs_write,67.954
summit_sealfs_write,67.953
summit_sealfs_write,67.952
summit_sealfs_write,67.952
summit_sealfs_write,67.951
summit_sealfs_write,67.951
summit_sealfs_write,67.951
summit_sealfs_write,67.95
summit_sealfs_write,67.947
summit_sealfs_write,67.947
summit_sealfs_write,67.946
summit_sealfs_write,67.945
summit_sealfs_write,67.945
summit_sealfs_write,67.944
summit_sealfs_write,67.943
summit_sealfs_write,67.943
summit_sealfs_write,67.943
summit_sealfs_write,67.943
summit_sealfs_write,67.942
summit_sealfs_write,67.94
summit_sealfs_write,67.935
summit_sealfs_write,67.935
summit_sealfs_write,67.935
summit_sealfs_write,67.934
summit_sealfs_write,67.934
summit_sealfs_write,67.934
summit_sealfs_write,67.934
summit_sealfs_write,67.932
summit_sealfs_write,67.932
summit_sealfs_write,67.931
summit_sealfs_write,67.931
summit_sealfs_write,67.93
summit_sealfs_write,67.929
summit_sealfs_write,67.928
summit_sealfs_write,67.928
summit_sealfs_write,67.927
summit_sealfs_write,67.926
summit_sealfs_write,67.925
summit_sealfs_write,67.925
summit_sealfs_write,67.925
summit_sealfs_write,67.924
summit_sealfs_write,67.924
summit_sealfs_write,67.923
summit_sealfs_write,67.923
summit_sealfs_write,67.922
summit_sealfs_write,67.921
summit_sealfs_write,67.921
summit_sealfs_write,67.921
summit_sealfs_write,67.921
summit_sealfs_write,67.919
summit_sealfs_write,67.919
summit_sealfs_write,67.918
summit_sealfs_write,67.917
summit_sealfs_write,67.917
summit_sealfs_write,67.917
summit_sealfs_write,67.916
summit_sealfs_write,67.916
summit_sealfs_write,67.915
summit_sealfs_write,67.915
summit_sealfs_write,67.915
summit_sealfs_write,67.914
summit_sealfs_write,67.913
summit_sealfs_write,67.913
summit_sealfs_write,67.913
summit_sealfs_write,67.91
summit_sealfs_write,67.909
summit_sealfs_write,67.908
summit_sealfs_write,67.907
summit_sealfs_write,67.906
summit_sealfs_write,67.906
summit_sealfs_write,67.906
summit_sealfs_write,67.905
summit_sealfs_write,67.903
summit_sealfs_write,67.903
summit_sealfs_write,67.903
summit_sealfs_write,67.902
summit_sealfs_write,67.902
summit_sealfs_write,67.901
summit_sealfs_write,67.901
summit_sealfs_write,67.898
summit_sealfs_write,67.897
summit_sealfs_write,67.897
summit_sealfs_write,67.896
summit_sealfs_write,67.894
summit_sealfs_write,67.893
summit_sealfs_write,67.891
summit_sealfs_write,67.891
summit_sealfs_write,67.89
summit_sealfs_write,67.888
summit_sealfs_write,67.886
summit_sealfs_write,67.886
summit_sealfs_write,67.886
summit_sealfs_write,67.885
summit_sealfs_write,67.885
summit_sealfs_write,67.885
summit_sealfs_write,67.885
summit_sealfs_write,67.884
summit_sealfs_write,67.884
summit_sealfs_write,67.884
summit_sealfs_write,67.884
summit_sealfs_write,67.883
summit_sealfs_write,67.883
summit_sealfs_write,67.882
summit_sealfs_write,67.882
summit_sealfs_write,67.88
summit_sealfs_write,67.88
summit_sealfs_write,67.879
summit_sealfs_write,67.879
summit_sealfs_write,67.879
summit_sealfs_write,67.878
summit_sealfs_write,67.877
summit_sealfs_write,67.877
summit_sealfs_write,67.877
summit_sealfs_write,67.877
summit_sealfs_write,67.876
summit_sealfs_write,67.876
summit_sealfs_write,67.876
summit_sealfs_write,67.875
summit_sealfs_write,67.875
summit_sealfs_write,67.874
summit_sealfs_write,67.872
summit_sealfs_write,67.872
summit_sealfs_write,67.872
summit_sealfs_write,67.871
summit_sealfs_write,67.87
summit_sealfs_write,67.87
summit_sealfs_write,67.87
summit_sealfs_write,67.87
summit_sealfs_write,67.869
summit_sealfs_write,67.868
summit_sealfs_write,67.867
summit_sealfs_write,67.867
summit_sealfs_write,67.867
summit_sealfs_write,67.867
summit_sealfs_write,67.867
summit_sealfs_write,67.867
summit_sealfs_write,67.866
summit_sealfs_write,67.865
summit_sealfs_write,67.865
summit_sealfs_write,67.864
summit_sealfs_write,67.863
summit_sealfs_write,67.86
summit_sealfs_write,67.859
summit_sealfs_write,67.859
summit_sealfs_write,67.858
summit_sealfs_write,67.857
summit_sealfs_write,67.855
summit_sealfs_write,67.855
summit_sealfs_write,67.854
summit_sealfs_write,67.854
summit_sealfs_write,67.853
summit_sealfs_write,67.853
summit_sealfs_write,67.85
summit_sealfs_write,67.849
summit_sealfs_write,67.848
summit_sealfs_write,67.848
summit_sealfs_write,67.848
summit_sealfs_write,67.847
summit_sealfs_write,67.846
summit_sealfs_write,67.846
summit_sealfs_write,67.843
summit_sealfs_write,67.843
summit_sealfs_write,67.843
summit_sealfs_write,67.842
summit_sealfs_write,67.842
summit_sealfs_write,67.842
summit_sealfs_write,67.842
summit_sealfs_write,67.842
summit_sealfs_write,67.841
summit_sealfs_write,67.841
summit_sealfs_write,67.84
summit_sealfs_write,67.84
summit_sealfs_write,67.839
summit_sealfs_write,67.839
summit_sealfs_write,67.838
summit_sealfs_write,67.838
summit_sealfs_write,67.837
summit_sealfs_write,67.836
summit_sealfs_write,67.836
summit_sealfs_write,67.835
summit_sealfs_write,67.834
summit_sealfs_write,67.833
summit_sealfs_write,67.833
summit_sealfs_write,67.833
summit_sealfs_write,67.832
summit_sealfs_write,67.832
summit_sealfs_write,67.831
summit_sealfs_write,67.831
summit_sealfs_write,67.831
summit_sealfs_write,67.831
summit_sealfs_write,67.83
summit_sealfs_write,67.83
summit_sealfs_write,67.829
summit_sealfs_write,67.829
summit_sealfs_write,67.829
summit_sealfs_write,67.828
summit_sealfs_write,67.826
summit_sealfs_write,67.825
summit_sealfs_write,67.825
summit_sealfs_write,67.825
summit_sealfs_write,67.825
summit_sealfs_write,67.824
summit_sealfs_write,67.823
summit_sealfs_write,67.823
summit_sealfs_write,67.822
summit_sealfs_write,67.82
summit_sealfs_write,67.82
summit_sealfs_write,67.819
summit_sealfs_write,67.819
summit_sealfs_write,67.818
summit_sealfs_write,67.815
summit_sealfs_write,67.813
summit_sealfs_write,67.813
summit_sealfs_write,67.813
summit_sealfs_write,67.811
summit_sealfs_write,67.809
summit_sealfs_write,67.809
summit_sealfs_write,67.807
summit_sealfs_write,67.807
summit_sealfs_write,67.807
summit_sealfs_write,67.806
summit_sealfs_write,67.805
summit_sealfs_write,67.805
summit_sealfs_write,67.804
summit_sealfs_write,67.804
summit_sealfs_write,67.804
summit_sealfs_write,67.804
summit_sealfs_write,67.804
summit_sealfs_write,67.803
summit_sealfs_write,67.802
summit_sealfs_write,67.802
summit_sealfs_write,67.799
summit_sealfs_write,67.799
summit_sealfs_write,67.799
summit_sealfs_write,67.798
summit_sealfs_write,67.798
summit_sealfs_write,67.795
summit_sealfs_write,67.795
summit_sealfs_write,67.795
summit_sealfs_write,67.795
summit_sealfs_write,67.795
summit_sealfs_write,67.792
summit_sealfs_write,67.791
summit_sealfs_write,67.79
summit_sealfs_write,67.789
summit_sealfs_write,67.789
summit_sealfs_write,67.789
summit_sealfs_write,67.787
summit_sealfs_write,67.787
summit_sealfs_write,67.786
summit_sealfs_write,67.786
summit_sealfs_write,67.785
summit_sealfs_write,67.785
summit_sealfs_write,67.784
summit_sealfs_write,67.783
summit_sealfs_write,67.783
summit_sealfs_write,67.783
summit_sealfs_write,67.783
summit_sealfs_write,67.783
summit_sealfs_write,67.782
summit_sealfs_write,67.781
summit_sealfs_write,67.78
summit_sealfs_write,67.78
summit_sealfs_write,67.779
summit_sealfs_write,67.779
summit_sealfs_write,67.778
summit_sealfs_write,67.778
summit_sealfs_write,67.777
summit_sealfs_write,67.777
summit_sealfs_write,67.776
summit_sealfs_write,67.776
summit_sealfs_write,67.775
summit_sealfs_write,67.775
summit_sealfs_write,67.774
summit_sealfs_write,67.773
summit_sealfs_write,67.772
summit_sealfs_write,67.772
summit_sealfs_write,67.77
summit_sealfs_write,67.769
summit_sealfs_write,67.767
summit_sealfs_write,67.767
summit_sealfs_write,67.767
summit_sealfs_write,67.766
summit_sealfs_write,67.765
summit_sealfs_write,67.763
summit_sealfs_write,67.763
summit_sealfs_write,67.76
summit_sealfs_write,67.759
summit_sealfs_write,67.758
summit_sealfs_write,67.757
summit_sealfs_write,67.756
summit_sealfs_write,67.756
summit_sealfs_write,67.755
summit_sealfs_write,67.755
summit_sealfs_write,67.755
summit_sealfs_write,67.754
summit_sealfs_write,67.753
summit_sealfs_write,67.753
summit_sealfs_write,67.752
summit_sealfs_write,67.752
summit_sealfs_write,67.751
summit_sealfs_write,67.751
summit_sealfs_write,67.751
summit_sealfs_write,67.751
summit_sealfs_write,67.749
summit_sealfs_write,67.749
summit_sealfs_write,67.749
summit_sealfs_write,67.748
summit_sealfs_write,67.747
summit_sealfs_write,67.747
summit_sealfs_write,67.747
summit_sealfs_write,67.746
summit_sealfs_write,67.744
summit_sealfs_write,67.742
summit_sealfs_write,67.741
summit_sealfs_write,67.741
summit_sealfs_write,67.741
summit_sealfs_write,67.741
summit_sealfs_write,67.74
summit_sealfs_write,67.74
summit_sealfs_write,67.74
summit_sealfs_write,67.739
summit_sealfs_write,67.739
summit_sealfs_write,67.739
summit_sealfs_write,67.738
summit_sealfs_write,67.737
summit_sealfs_write,67.737
summit_sealfs_write,67.736
summit_sealfs_write,67.736
summit_sealfs_write,67.735
summit_sealfs_write,67.735
summit_sealfs_write,67.734
summit_sealfs_write,67.734
summit_sealfs_write,67.734
summit_sealfs_write,67.734
summit_sealfs_write,67.734
summit_sealfs_write,67.732
summit_sealfs_write,67.73
summit_sealfs_write,67.73
summit_sealfs_write,67.729
summit_sealfs_write,67.726
summit_sealfs_write,67.725
summit_sealfs_write,67.725
summit_sealfs_write,67.724
summit_sealfs_write,67.721
summit_sealfs_write,67.721
summit_sealfs_write,67.721
summit_sealfs_write,67.72
summit_sealfs_write,67.72
summit_sealfs_write,67.72
summit_sealfs_write,67.719
summit_sealfs_write,67.719
summit_sealfs_write,67.718
summit_sealfs_write,67.718
summit_sealfs_write,67.718
summit_sealfs_write,67.718
summit_sealfs_write,67.717
summit_sealfs_write,67.715
summit_sealfs_write,67.713
summit_sealfs_write,67.712
summit_sealfs_write,67.711
summit_sealfs_write,67.709
summit_sealfs_write,67.709
